# 601 snapshots
# linear spacing in scale-factor
# times assume cosmology from ELVIS:
# Omega_m = 0.266, Omega_l = 0.734, Omega_b = 0.0449,
# h = 0.71, sigma_8 = 0.801, n_s = 0.963
# i scale-factor redshift time[Gyr] lookback-time[Gyr] time-width[Myr]
 95 0.210937500  3.740740776  1.717235248 12.009945288  18.8864
 96 0.212500006  3.705882072  1.736186376 11.990994160  18.9511
 97 0.214062497  3.671533108  1.755201714 11.971978822  19.0153
 98 0.215625003  3.637681007  1.774281253 11.952899282  19.0795
 99 0.217187494  3.604316711  1.793424263 11.933756273  19.1430
100 0.218750000  3.571428776  1.812630741 11.914549795  19.2065
101 0.220312506  3.539007187  1.831900140 11.895280396  19.2694
102 0.221874997  3.507042408  1.851231912 11.875948624  19.3318
103 0.223437503  3.475524426  1.870626064 11.856554472  19.3942
104 0.224999994  3.444444656  1.890081866 11.837098670  19.4558
105 0.226562500  3.413793087  1.909599330 11.817581206  19.5175
106 0.228125006  3.383561611  1.929177914 11.798002622  19.5786
107 0.229687497  3.353741646  1.948817074 11.778363461  19.6392
108 0.231250003  3.324324131  1.968516832 11.758663704  19.6998
109 0.232812494  3.295301914  1.988276457 11.738904079  19.7596
110 0.234375000  3.266666889  2.008095976 11.719084560  19.8195
111 0.235937506  3.238410473  2.027974850 11.699205686  19.8789
112 0.237499997  3.210526466  2.047912538 11.679267997  19.9377
113 0.239062503  3.183006287  2.067909075 11.659271461  19.9965
114 0.240624994  3.155844212  2.087963731 11.639216805  20.0547
115 0.242187500  3.129032135  2.108076543 11.619103993  20.1128
116 0.243750006  3.102563858  2.128246977 11.598933559  20.1704
117 0.245312497  3.076433182  2.148474495 11.578706041  20.2275
118 0.246875003  3.050632954  2.168759141 11.558421395  20.2846
119 0.248437494  3.025157452  2.189100188 11.538080348  20.3410
120 0.250000000  3.000000000  2.209497682 11.517682854  20.3975
121 0.251602590  2.974521875  2.230476531 11.496704005  20.9788
122 0.253205091  2.949367762  2.251512660 11.475667876  21.0361
123 0.254807711  2.924528122  2.272608446 11.454572089  21.0958
124 0.256410301  2.899999380  2.293761570 11.433418966  21.1531
125 0.258012801  2.875776768  2.314970876 11.412209660  21.2093
126 0.259615391  2.851851702  2.336238371 11.390942165  21.2675
127 0.261217892  2.828221798  2.357561321 11.369619215  21.3229
128 0.262820512  2.804877996  2.378942145 11.348238391  21.3808
129 0.264423102  2.781817913  2.400378501 11.326802035  21.4364
130 0.266025603  2.759036779  2.421869229 11.305311307  21.4907
131 0.267628193  2.736527205  2.443416371 11.283764165  21.5471
132 0.269230813  2.714285135  2.465018775 11.262161761  21.6024
133 0.270833313  2.692307949  2.486674074 11.240506462  21.6553
134 0.272435904  2.670588255  2.508384732 11.218795804  21.7107
135 0.274038494  2.649122477  2.530149188 11.197031348  21.7645
136 0.275640994  2.627907276  2.551965873 11.175214663  21.8167
137 0.277243614  2.606936216  2.573837274 11.153343261  21.8714
138 0.278846204  2.586206198  2.595761014 11.131419522  21.9237
139 0.280448705  2.565714359  2.617735920 11.109444616  21.9749
140 0.282051295  2.545454264  2.639764094 11.087416442  22.0282
141 0.283653796  2.525424242  2.661842731 11.065337805  22.0786
142 0.285256386  2.505618334  2.683973945 11.043206591  22.1312
143 0.286859006  2.486033201  2.706156572 11.021023964  22.1826
144 0.288461506  2.466666937  2.728388198 10.998792337  22.2316
145 0.290064096  2.447513819  2.750671370 10.976509166  22.2832
146 0.291666687  2.428571224  2.773004503 10.954176033  22.3331
147 0.293269187  2.409836531  2.795386002 10.931794533  22.3815
148 0.294871807  2.391304255  2.817818438 10.909362097  22.4324
149 0.296474397  2.372972488  2.840299386 10.886881150  22.4809
150 0.298076898  2.354839087  2.862827659 10.864352877  22.5283
151 0.299679488  2.336898327  2.885405431 10.841775105  22.5778
152 0.301282108  2.319148302  2.908031523 10.819149012  22.6261
153 0.302884609  2.301587343  2.930703488 10.796477048  22.6720
154 0.304487199  2.284210205  2.953423934 10.773756602  22.7204
155 0.306089699  2.267016172  2.976189985 10.750990551  22.7661
156 0.307692289  2.250000238  2.999003843 10.728176693  22.8139
157 0.309294909  2.233160257  3.021864324 10.705316212  22.8605
158 0.310897410  2.216495037  3.044768959 10.682411577  22.9046
159 0.312500000  2.200000048  3.067720392 10.659460144  22.9514
160 0.314102590  2.183673143  3.090717008 10.636463528  22.9966
161 0.315705091  2.167513132  3.113757182 10.613423354  23.0402
162 0.317307711  2.151515007  3.136843578 10.590336958  23.0864
163 0.318910301  2.135678053  3.159973717 10.567206819  23.1301
164 0.320512801  2.120000124  3.183146399 10.544034137  23.1727
165 0.322115391  2.104477644  3.206363872 10.520816663  23.2175
166 0.323717892  2.089109421  3.229623213 10.497557323  23.2593
167 0.325320512  2.073891640  3.252927115 10.474253421  23.3039
168 0.326923102  2.058823347  3.276273082 10.450907454  23.3460
169 0.328525603  2.043902874  3.299659906 10.427520630  23.3868
170 0.330128193  2.029126406  3.323089865 10.404090671  23.4300
171 0.331730813  2.014492273  3.346561759 10.380618777  23.4719
172 0.333333313  2.000000238  3.370073070 10.357107466  23.5113
173 0.334920585  1.985782385  3.393401198 10.333779338  23.3281
174 0.336507887  1.971698523  3.416769500 10.310411035  23.3683
175 0.338095188  1.957746983  3.440177219 10.287003317  23.4077
176 0.339682490  1.943925619  3.463624033 10.263556503  23.4468
177 0.341269791  1.930233002  3.487109622 10.240070914  23.4856
178 0.342857093  1.916666985  3.510633665 10.216546870  23.5240
179 0.344444394  1.903226137  3.534195844 10.192984692  23.5622
180 0.346031696  1.889908791  3.557795839 10.169384697  23.6000
181 0.347618997  1.876712799  3.581433332 10.145747204  23.6375
182 0.349206299  1.863636732  3.605108003 10.122072532  23.6747
183 0.350793689  1.850678444  3.628820874 10.098359662  23.7129
184 0.352380991  1.837837458  3.652568954 10.074611582  23.7481
185 0.353968292  1.825111866  3.676353261 10.050827274  23.7843
186 0.355555594  1.812499762  3.700173480 10.027007056  23.8202
187 0.357142895  1.799999714  3.724029295 10.003151241  23.8558
188 0.358730197  1.787610292  3.747920389  9.979260147  23.8911
189 0.360317498  1.775330067  3.771846449  9.955334087  23.9261
190 0.361904800  1.763157606  3.795807159  9.931373377  23.9607
191 0.363492101  1.751091480  3.819802206  9.907378330  23.9950
192 0.365079403  1.739130259  3.843831276  9.883349260  24.0291
193 0.366666704  1.727272511  3.867894056  9.859286480  24.0628
194 0.368254006  1.715517044  3.891990234  9.835190302  24.0962
195 0.369841307  1.703862429  3.916119497  9.811061039  24.1293
196 0.371428609  1.692307472  3.940281534  9.786899002  24.1620
197 0.373015910  1.680850744  3.964476034  9.762704501  24.1945
198 0.374603212  1.669491291  3.988702687  9.738477849  24.2267
199 0.376190513  1.658227682  4.012961182  9.714219354  24.2585
200 0.377777815  1.647058487  4.037251210  9.689929326  24.2900
201 0.379365087  1.635983229  4.061572004  9.665608532  24.3208
202 0.380952388  1.625000000  4.085924170  9.641256366  24.3522
203 0.382539690  1.614107847  4.110306944  9.616873592  24.3828
204 0.384126991  1.603305817  4.134720017  9.592460519  24.4131
205 0.385714293  1.592592478  4.159163083  9.568017452  24.4431
206 0.387301594  1.581967115  4.183635836  9.543544700  24.4728
207 0.388888896  1.571428537  4.208137970  9.519042566  24.5021
208 0.390476197  1.560975552  4.232669179  9.494511357  24.5312
209 0.392063498  1.550607204  4.257229159  9.469951377  24.5600
210 0.393650800  1.540322542  4.281817605  9.445362931  24.5884
211 0.395238101  1.530120373  4.306434215  9.420746321  24.6166
212 0.396825403  1.519999981  4.331078684  9.396101852  24.6445
213 0.398412704  1.509960175  4.355750711  9.371429824  24.6720
214 0.400000006  1.500000000  4.380449994  9.346730542  24.6993
215 0.401587307  1.490118504  4.405176231  9.322004304  24.7262
216 0.403174609  1.480314970  4.429929123  9.297251413  24.7529
217 0.404761910  1.470588207  4.454708367  9.272472168  24.7792
218 0.406349212  1.460937500  4.479513667  9.247666869  24.8053
219 0.407936513  1.451361895  4.504344721  9.222835814  24.8311
220 0.409523785  1.441860676  4.529200766  9.197979769  24.8560
221 0.411111087  1.432432652  4.554082438  9.173098098  24.8817
222 0.412698388  1.423077106  4.578988972  9.148191564  24.9065
223 0.414285690  1.413793325  4.603920073  9.123260463  24.9311
224 0.415872991  1.404580355  4.628875444  9.098305092  24.9554
225 0.417460293  1.395437479  4.653854792  9.073325744  24.9793
226 0.419047594  1.386363745  4.678857821  9.048322715  25.0030
227 0.420634896  1.377358675  4.703884238  9.023296298  25.0264
228 0.422222197  1.368421078  4.728933750  8.998246786  25.0495
229 0.423809499  1.359550714  4.754006064  8.973174471  25.0723
230 0.425396800  1.350746393  4.779100890  8.948079646  25.0948
231 0.426984102  1.342007637  4.804217936  8.922962600  25.1170
232 0.428571403  1.333333492  4.829356912  8.897823624  25.1390
233 0.430158705  1.324723482  4.854517528  8.872663007  25.1606
234 0.431746006  1.316176653  4.879699497  8.847481039  25.1820
235 0.433333308  1.307692528  4.904902528  8.822278007  25.2030
236 0.434920609  1.299270153  4.930126337  8.797054199  25.2238
237 0.436507910  1.290909290  4.955370635  8.771809901  25.2443
238 0.438095212  1.282608747  4.980635137  8.746545399  25.2645
239 0.439682513  1.274368286  5.005919558  8.721260978  25.2844
240 0.441269785  1.266187429  5.031223138  8.695957398  25.3036
241 0.442857087  1.258064747  5.056546544  8.670633992  25.3234
242 0.444444388  1.250000238  5.081889019  8.645291517  25.3425
243 0.446031690  1.241993189  5.107250279  8.619930257  25.3613
244 0.447618991  1.234042883  5.132630045  8.594550491  25.3798
245 0.449206293  1.226148605  5.158028036  8.569152500  25.3980
246 0.450793713  1.218309641  5.183445880  8.543734655  25.4178
247 0.452381015  1.210525990  5.208879484  8.518301052  25.4336
248 0.453968287  1.202796936  5.234329997  8.492850539  25.4505
249 0.455555588  1.195121765  5.259798099  8.467382437  25.4681
250 0.457142889  1.187499762  5.285283035  8.441897500  25.4849
251 0.458730191  1.179930687  5.310784531  8.416396005  25.5015
252 0.460317492  1.172413588  5.336302312  8.390878224  25.5178
253 0.461904794  1.164948225  5.361836103  8.365344433  25.5338
254 0.463492095  1.157534122  5.387385632  8.339794904  25.5495
255 0.465079397  1.150170565  5.412950626  8.314229909  25.5650
256 0.466666698  1.142857075  5.438530816  8.288649720  25.5802
257 0.468254000  1.135593176  5.464125929  8.263054607  25.5951
258 0.469841301  1.128378153  5.489735696  8.237444839  25.6098
259 0.471428603  1.121212006  5.515359850  8.211820686  25.6242
260 0.473015904  1.114093781  5.540998122  8.186182414  25.6383
261 0.474603206  1.107023239  5.566650246  8.160530290  25.6521
262 0.476190507  1.099999905  5.592315955  8.134864581  25.6657
263 0.477777809  1.093023062  5.617994985  8.109185551  25.6790
264 0.479365110  1.086092472  5.643687072  8.083493464  25.6921
265 0.480952412  1.079207897  5.669391952  8.057788584  25.7049
266 0.482539713  1.072368383  5.695109363  8.032071173  25.7174
267 0.484127015  1.065573692  5.720839044  8.006341492  25.7297
268 0.485714287  1.058823586  5.746580252  7.980600284  25.7412
269 0.487301588  1.052117348  5.772333693  7.954846843  25.7534
270 0.488888890  1.045454502  5.798098626  7.929081909  25.7649
271 0.490476191  1.038835049  5.823874794  7.903305742  25.7762
272 0.492063493  1.032258034  5.849661940  7.877518596  25.7871
273 0.493650794  1.025723457  5.875459808  7.851720728  25.7979
274 0.495238096  1.019230843  5.901268144  7.825912391  25.8083
275 0.496825397  1.012779474  5.927086695  7.800093841  25.8186
276 0.498412699  1.006369352  5.952915208  7.774265328  25.8285
277 0.500000000  1.000000000  5.978753431  7.748427105  25.8382
278 0.501592398  0.993650675  6.004684115  7.722496421  25.9307
279 0.503184676  0.987341881  6.030622126  7.696558410  25.9380
280 0.504777074  0.981072545  6.056571096  7.670609440  25.9490
281 0.506369412  0.974842787  6.082527862  7.644652674  25.9568
282 0.507961810  0.968651891  6.108494118  7.618686418  25.9663
283 0.509554088  0.962500215  6.134466701  7.592713835  25.9726
284 0.511146486  0.956386328  6.160449252  7.566731284  25.9826
285 0.512738883  0.950310469  6.186439582  7.540740954  25.9903
286 0.514331222  0.944272399  6.212436472  7.514744063  25.9969
287 0.515923619  0.938271403  6.238441626  7.488738910  26.0052
288 0.517515898  0.932307839  6.264451880  7.462728656  26.0103
289 0.519108295  0.926380277  6.290470887  7.436709649  26.0190
290 0.520700574  0.920489550  6.316494511  7.410686025  26.0236
291 0.522292972  0.914634228  6.342526409  7.384654126  26.0319
292 0.523885429  0.908814311  6.368565371  7.358615165  26.0390
293 0.525477707  0.903030276  6.394607259  7.332573277  26.0419
294 0.527070105  0.897280812  6.420656711  7.306523825  26.0495
295 0.528662384  0.891566396  6.446709592  7.280470943  26.0529
296 0.530254781  0.885885835  6.472769570  7.254410966  26.0600
297 0.531847119  0.880239606  6.498833485  7.228347051  26.0639
298 0.533439517  0.874626756  6.524903057  7.202277479  26.0696
299 0.535031796  0.869047761  6.550975127  7.176205409  26.0721
300 0.536624193  0.863501549  6.577053371  7.150127165  26.0782
301 0.538216591  0.857988119  6.603135608  7.124044928  26.0822
302 0.539808929  0.852507353  6.629220633  7.097959903  26.0850
303 0.541401327  0.847058654  6.655310175  7.071870361  26.0895
304 0.542993605  0.841642261  6.681401078  7.045779458  26.0909
305 0.544586003  0.836257219  6.707497024  7.019683512  26.0959
306 0.546178281  0.830904007  6.733593885  6.993586651  26.0969
307 0.547770679  0.825581431  6.759695345  6.967485191  26.1015
308 0.549363077  0.820289850  6.785799232  6.941381304  26.1039
309 0.550955415  0.815028906  6.811904347  6.915276189  26.1051
310 0.552547812  0.809798121  6.838012428  6.889168108  26.1081
311 0.554140091  0.804597855  6.864120326  6.863060210  26.1079
312 0.555732489  0.799426913  6.890231733  6.836948803  26.1114
313 0.557324827  0.794285774  6.916343504  6.810837032  26.1118
314 0.558917224  0.789173722  6.942457378  6.784723157  26.1139
315 0.560509622  0.784090638  6.968572168  6.758608368  26.1148
316 0.562101901  0.779036880  6.994685705  6.732494831  26.1135
317 0.563694298  0.774011254  7.020801691  6.706378845  26.1160
318 0.565286577  0.769014239  7.046916005  6.680264531  26.1143
319 0.566878974  0.764045000  7.073032351  6.654148185  26.1163
320 0.568471313  0.759103775  7.099147589  6.628032947  26.1152
321 0.570063710  0.754189849  7.125263468  6.601917067  26.1159
322 0.571656108  0.749303460  7.151378808  6.575801728  26.1153
323 0.573248386  0.744444489  7.177491449  6.549689087  26.1126
324 0.574840784  0.739612103  7.203605099  6.523575436  26.1137
325 0.576433122  0.734806657  7.229716627  6.497463909  26.1115
326 0.578025520  0.730027437  7.255827785  6.471352751  26.1112
327 0.579617798  0.725274801  7.281935445  6.445245091  26.1077
328 0.581210196  0.720547915  7.308043318  6.419137218  26.1079
329 0.582802474  0.715847254  7.334147299  6.393033237  26.1040
330 0.584394872  0.711171746  7.360251102  6.366929434  26.1038
331 0.585987329  0.706521511  7.386353556  6.340826980  26.1025
332 0.587579608  0.701897025  7.412450559  6.314729977  26.0970
333 0.589172006  0.697297215  7.438546806  6.288633730  26.0962
334 0.590764284  0.692722559  7.464638199  6.262542336  26.0914
335 0.592356682  0.688172102  7.490728456  6.236452080  26.0903
336 0.593949020  0.683646202  7.516814459  6.210366077  26.0860
337 0.595541418  0.679144382  7.542897974  6.184282562  26.0835
338 0.597133815  0.674666524  7.568977840  6.158202696  26.0799
339 0.598726094  0.670212865  7.595051919  6.132128617  26.0741
340 0.600318491  0.665782452  7.621123933  6.106056603  26.0720
341 0.601910830  0.661375642  7.647190772  6.079989764  26.0668
342 0.603503227  0.656991959  7.673254207  6.053926329  26.0634
343 0.605095506  0.652631640  7.699311131  6.027869405  26.0569
344 0.606687903  0.648293972  7.725365268  6.001815268  26.0541
345 0.608280301  0.643978953  7.751414489  5.975766046  26.0492
346 0.609872580  0.639686823  7.777456670  5.949723866  26.0422
347 0.611464977  0.635416627  7.803495534  5.923685002  26.0389
348 0.613057315  0.631168842  7.829527983  5.897652553  26.0324
349 0.614649713  0.626942873  7.855555793  5.871624742  26.0278
350 0.616241992  0.622739196  7.881575872  5.845604664  26.0201
351 0.617834389  0.618556738  7.907591944  5.819588591  26.0161
352 0.619426787  0.614395738  7.933601893  5.793578643  26.0099
353 0.621019125  0.610256314  7.959604578  5.767575958  26.0027
354 0.622611523  0.606137991  7.985601777  5.741578759  25.9972
355 0.624203801  0.602040887  8.011590407  5.715590129  25.9886
356 0.625796199  0.597964287  8.037574195  5.689606340  25.9838
357 0.627388477  0.593908787  8.063549088  5.663631448  25.9749
358 0.628980875  0.589873433  8.089518812  5.637661724  25.9697
359 0.630573213  0.585858703  8.115480290  5.611700246  25.9615
360 0.632165611  0.581863999  8.141435306  5.585745230  25.9550
361 0.633758008  0.577889323  8.167382729  5.559797807  25.9474
362 0.635350287  0.573934913  8.193320461  5.533860075  25.9377
363 0.636942685  0.569999933  8.219252229  5.507928307  25.9318
364 0.638535023  0.566084862  8.245174965  5.482005571  25.9227
365 0.640127420  0.562188983  8.271090456  5.456090080  25.9155
366 0.641719699  0.558312774  8.296995640  5.430184896  25.9052
367 0.643312097  0.554455400  8.322894244  5.404286292  25.8986
368 0.644904494  0.550617218  8.348784177  5.378396358  25.8899
369 0.646496773  0.546798110  8.374663354  5.352517182  25.8792
370 0.648089170  0.542997599  8.400535501  5.326645035  25.8721
371 0.649681509  0.539215684  8.426397564  5.300782971  25.8621
372 0.651273906  0.535452247  8.452251335  5.274929200  25.8538
373 0.652866185  0.531707406  8.478093766  5.249086770  25.8424
374 0.654458582  0.527980566  8.503928583  5.223251953  25.8348
375 0.656050980  0.524271846  8.529753707  5.197426829  25.8251
376 0.657643318  0.520581126  8.555568031  5.171612504  25.8143
377 0.659235716  0.516908050  8.581373349  5.145807187  25.8053
378 0.660827994  0.513253093  8.607166622  5.120013914  25.7933
379 0.662420392  0.509615421  8.632951576  5.094228960  25.7850
380 0.664012671  0.505995393  8.658724213  5.068456323  25.7726
381 0.665605128  0.502392292  8.684489219  5.042691317  25.7650
382 0.667197526  0.498806477  8.710242603  5.016937933  25.7534
383 0.668789804  0.495238066  8.735983267  4.991197269  25.7407
384 0.670382202  0.491686344  8.761714934  4.965465602  25.7317
385 0.671974480  0.488151789  8.787433620  4.939746916  25.7187
386 0.673566878  0.484633565  8.813143044  4.914037491  25.7094
387 0.675159216  0.481132150  8.838840192  4.888340344  25.6971
388 0.676751614  0.477647066  8.864526857  4.862653679  25.6867
389 0.678343892  0.474178553  8.890200029  4.836980507  25.6732
390 0.679936290  0.470726013  8.915863427  4.811317109  25.6634
391 0.681528687  0.467289686  8.941515002  4.785665534  25.6516
392 0.683121026  0.463869452  8.967153672  4.760026864  25.6387
393 0.684713423  0.460465074  8.992781233  4.734399303  25.6276
394 0.686305702  0.457076669  9.018394687  4.708785849  25.6135
395 0.687898099  0.453703642  9.043997747  4.683182789  25.6031
396 0.689490378  0.450346589  9.069586462  4.657594074  25.5887
397 0.691082776  0.447004676  9.095164543  4.632015992  25.5781
398 0.692675173  0.443678141  9.120729958  4.606450578  25.5654
399 0.694267511  0.440366983  9.146281634  4.580898902  25.5517
400 0.695859909  0.437070847  9.171821368  4.555359168  25.5397
401 0.697452188  0.433790088  9.197346178  4.529834357  25.5248
402 0.699044585  0.430523872  9.222859774  4.504320762  25.5136
403 0.700636923  0.427272797  9.248359178  4.478821358  25.4994
404 0.702229321  0.424036264  9.273846186  4.453334350  25.4870
405 0.703821719  0.420814395  9.299319735  4.427860801  25.4735
406 0.705413997  0.417607307  9.324777809  4.402402727  25.4581
407 0.707006395  0.414414406  9.350224113  4.376956423  25.4463
408 0.708598673  0.411236048  9.375654729  4.351525807  25.4306
409 0.710191071  0.408071756  9.401073359  4.326107177  25.4186
410 0.711783409  0.404921770  9.426477043  4.300703493  25.4037
411 0.713375807  0.401785731  9.451867578  4.275312958  25.3905
412 0.714968204  0.398663640  9.477243911  4.249936625  25.3763
413 0.716560483  0.395555615  9.502604040  4.224576496  25.3601
414 0.718152881  0.392461181  9.527951663  4.199228873  25.3476
415 0.719745219  0.389380574  9.553283831  4.173896705  25.3322
416 0.721337616  0.386313438  9.578602342  4.148578193  25.3185
417 0.722929895  0.383260012  9.603904256  4.123276279  25.3019
418 0.724522293  0.380219817  9.629193264  4.097987271  25.2890
419 0.726114571  0.377193093  9.654465484  4.072715052  25.2722
420 0.727707028  0.374179363  9.679725548  4.047454987  25.2601
421 0.729299426  0.371178865  9.704969581  4.022210955  25.2440
422 0.730891705  0.368191719  9.730196544  3.996983992  25.2270
423 0.732484102  0.365217328  9.755410125  3.971770411  25.2136
424 0.734076381  0.362256050  9.780606455  3.946574081  25.1963
425 0.735668778  0.359307408  9.805789218  3.921391318  25.1828
426 0.737261117  0.356371522  9.830955494  3.896225042  25.1663
427 0.738853514  0.353448272  9.856107080  3.871073456  25.1516
428 0.740445912  0.350537539  9.881242945  3.845937591  25.1359
429 0.742038190  0.347639561  9.906361123  3.820819413  25.1182
430 0.743630588  0.344753742  9.931465288  3.795715248  25.1042
431 0.745222926  0.341880322  9.956552535  3.770628001  25.0872
432 0.746815324  0.339019179  9.981624660  3.745555876  25.0721
433 0.748407602  0.336170316 10.006678763  3.720501773  25.0541
