# 601 snapshots
# linear spacing in scale-factor
# times assume cosmology from agora:
# Omega_m = 0.272, Omega_l = 0.728, Omega_b = 0.0455, 
# h = 0.702, sigma_8 = 0.807, n_s = 0.961
# i scale-factor redshift time[Gyr] lookback-time[Gyr] time-width[Myr]
 35 0.114583299  7.727275848  0.690120165 13.108626718  15.6047
 36 0.116319403  7.597018242  0.705842128 13.092904755  15.7220
 37 0.118055597  7.470584869  0.721681192 13.077065692  15.8391
 38 0.119791701  7.347824097  0.737634789 13.061112094  15.9536
 39 0.121527798  7.228569984  0.753702746 13.045044138  16.0680
 40 0.123263903  7.112674713  0.769884298 13.028862585  16.1816
 41 0.125000000  7.000000000  0.786178422 13.012568461  16.2941
 42 0.126623407  6.897434235  0.801516036 12.997230847  15.3376
 43 0.128246799  6.797465801  0.816950542 12.981796342  15.4345
 44 0.129870102  6.700001717  0.832480533 12.966266350  15.5300
 45 0.131493494  6.604938984  0.848107044 12.950639839  15.6265
 46 0.133116901  6.512194157  0.863828699 12.934918184  15.7217
 47 0.134740293  6.421684742  0.879644554 12.919102329  15.8159
 48 0.136363596  6.333335400  0.895553226 12.903193657  15.9087
 49 0.137987003  6.247059345  0.911555977 12.887190906  16.0028
 50 0.139610395  6.162790298  0.927651011 12.871095872  16.0950
 51 0.141233802  6.080458164  0.943838004 12.854908880  16.1870
 52 0.142857105  6.000001907  0.960115146 12.838631737  16.2771
 53 0.144444406  5.923078537  0.976118896 12.822627988  16.0037
 54 0.146031693  5.847828388  0.992208547 12.806538336  16.0897
 55 0.147618994  5.774196148  1.008383853 12.790363030  16.1753
 56 0.149206296  5.702129841  1.024644120 12.774102763  16.2603
 57 0.150793701  5.631576538  1.040989887 12.757756996  16.3458
 58 0.152381003  5.562497616  1.057418477 12.741328407  16.4286
 59 0.153968304  5.494843006  1.073930436 12.724816448  16.5120
 60 0.155555606  5.428569317  1.090525246 12.708221638  16.5948
 61 0.157142907  5.363634109  1.107202394 12.691544489  16.6771
 62 0.158730194  5.299998760  1.123961217 12.674785666  16.7588
 63 0.160317495  5.237622261  1.140801527 12.657945357  16.8403
 64 0.161904797  5.176469326  1.157722671 12.641024213  16.9211
 65 0.163492098  5.116503716  1.174724158 12.624022726  17.0015
 66 0.165079400  5.057691097  1.191805502 12.606941382  17.0813
 67 0.166666701  5.000000000  1.208966221 12.589780663  17.1607
 68 0.168254003  4.943395138  1.226205839 12.572541044  17.2396
 69 0.169841304  4.887849331  1.243523884 12.555222999  17.3180
 70 0.171428606  4.833332062  1.260919888 12.537826996  17.3960
 71 0.173015907  4.779815197  1.278393387 12.520353496  17.4735
 72 0.174603194  4.727272034  1.295943758 12.502803126  17.5504
 73 0.176190495  4.675674915  1.313570873 12.485176010  17.6271
 74 0.177777797  4.624999523  1.331274118 12.467472766  17.7032
 75 0.179365098  4.575220585  1.349053044 12.449693839  17.7789
 76 0.180952400  4.526315212  1.366907209 12.431839675  17.8542
 77 0.182539701  4.478260517  1.384836170 12.413910713  17.9290
 78 0.184127003  4.431034088  1.402839492 12.395907391  18.0033
 79 0.185714304  4.384614944  1.420916741 12.377830142  18.0772
 80 0.187301606  4.338982582  1.439067487 12.359679397  18.1507
 81 0.188888907  4.294116974  1.457291302 12.341455582  18.2238
 82 0.190476194  4.250000000  1.475587591 12.323159293  18.2963
 83 0.192063496  4.206611633  1.493956275 12.304790608  18.3687
 84 0.193650797  4.163934231  1.512396767 12.286350117  18.4405
 85 0.195238099  4.121951103  1.530908649 12.267838234  18.5119
 86 0.196825400  4.080645084  1.549491511 12.249255372  18.5829
 87 0.198412701  4.039999962  1.568144942 12.230601941  18.6534
 88 0.200000003  4.000000000  1.586868535 12.211878348  18.7236
 89 0.201562494  3.961240292  1.605367600 12.193379283  18.4991
 90 0.203125000  3.923077106  1.623934053 12.174812830  18.5665
 91 0.204687506  3.885496140  1.642567336 12.156179547  18.6333
 92 0.206249997  3.848484993  1.661266891 12.137479992  18.6996
 93 0.207812503  3.812029839  1.680032699 12.118714185  18.7658
 94 0.209374994  3.776119709  1.698864025 12.099882858  18.8313
 95 0.210937500  3.740740776  1.717760857 12.080986026  18.8968
