# 601 snapshots
# linear spacing in scale-factor
# times assume cosmology from agora:
# Omega_m = 0.272, Omega_l = 0.728, Omega_b = 0.0455, 
# h = 0.702, sigma_8 = 0.807, n_s = 0.961
# i scale-factor redshift time[Gyr] lookback-time[Gyr] time-width[Myr]
 96 0.212500006  3.705882072  1.736722644 12.062024239  18.9618
 97 0.214062497  3.671533108  1.755748836 12.042998047  19.0262
 98 0.215625003  3.637681007  1.774839428 12.023907456  19.0906
 99 0.217187494  3.604316711  1.793993690 12.004753193  19.1543
100 0.218750000  3.571428776  1.813211625 11.985535259  19.2179
101 0.220312506  3.539007187  1.832492688 11.966254196  19.2811
102 0.221874997  3.507042408  1.851836334 11.946910550  19.3436
103 0.223437503  3.475524426  1.871242573 11.927504311  19.4062
104 0.224999994  3.444444656  1.890710679 11.908036205  19.4681
105 0.226562500  3.413793087  1.910240666 11.888506217  19.5300
106 0.228125006  3.383561611  1.929831997 11.868914887  19.5913
107 0.229687497  3.353741646  1.949484130 11.849262753  19.6521
108 0.231250003  3.324324131  1.969197089 11.829549794  19.7130
109 0.232812494  3.295301914  1.988970149 11.809776734  19.7731
110 0.234375000  3.266666889  2.008803338 11.789943545  19.8332
111 0.235937506  3.238410473  2.028696122 11.770050762  19.8928
112 0.237499997  3.210526466  2.048647963 11.750098921  19.9518
113 0.239062503  3.183006287  2.068658897 11.730087987  20.0109
114 0.240624994  3.155844212  2.088728200 11.710018683  20.0693
115 0.242187500  3.129032135  2.108855912 11.689890971  20.1277
116 0.243750006  3.102563858  2.129041502 11.669705382  20.1856
117 0.245312497  3.076433182  2.149284435 11.649462448  20.2429
118 0.246875003  3.050632954  2.169584760 11.629162124  20.3003
119 0.248437494  3.025157452  2.189941751 11.608805133  20.3570
120 0.250000000  3.000000000  2.210355460 11.588391424  20.4137
121 0.251602590  2.974521875  2.231351223 11.567395661  20.9958
122 0.253205091  2.949367762  2.252404556 11.546342327  21.0533
123 0.254807711  2.924528122  2.273517843 11.525229040  21.1133
124 0.256410301  2.899999380  2.294688766 11.504058117  21.1709
125 0.258012801  2.875776768  2.315916174 11.482830710  21.2274
126 0.259615391  2.851851702  2.337202076 11.461544807  21.2859
127 0.261217892  2.828221798  2.358543744 11.440203139  21.3417
128 0.262820512  2.804877996  2.379943601 11.418803282  21.3999
129 0.264423102  2.781817913  2.401399309 11.397347575  21.4557
130 0.266025603  2.759036779  2.422909709 11.375837175  21.5104
131 0.267628193  2.736527205  2.444476849 11.354270034  21.5671
132 0.269230813  2.714285135  2.466099583 11.332647301  21.6227
133 0.270833313  2.692307949  2.487775543 11.310971340  21.6760
134 0.272435904  2.670588255  2.509507201 11.289239682  21.7317
135 0.274038494  2.649122477  2.531293000 11.267453884  21.7858
136 0.275640994  2.627907276  2.553131370 11.245615513  21.8384
137 0.277243614  2.606936216  2.575024810 11.223722074  21.8934
138 0.278846204  2.586206198  2.596970940 11.201775943  21.9461
139 0.280448705  2.565714359  2.618968593 11.179778291  21.9977
140 0.282051295  2.545454264  2.641019877 11.157727006  22.0513
141 0.283653796  2.525424242  2.663121988 11.135624895  22.1021
142 0.285256386  2.505618334  2.685277048 11.113469836  22.1551
143 0.286859006  2.486033201  2.707483894 11.091262989  22.2068
144 0.288461506  2.466666937  2.729740116 11.069006768  22.2562
145 0.290064096  2.447513819  2.752048266 11.046698618  22.3082
146 0.291666687  2.428571224  2.774406763 11.024340120  22.3585
147 0.293269187  2.409836531  2.796814015 11.001932869  22.4073
148 0.294871807  2.391304255  2.819272599 10.979474284  22.4586
149 0.296474397  2.372972488  2.841780092 10.956966791  22.5075
