# 601 snapshots
# linear spacing in scale-factor
# times assume cosmology from planck2015:
# Omega_m = 0.31, Omega_l = 0.69, Omega_b = 0.048,
# h = 0.68, sigma_8 = 0.82, n_s = 0.97
# i scale-factor redshift time[Gyr] lookback-time[Gyr] time-width[Myr]
412 0.714968204  0.398663640  9.351233983  4.384982039  25.8273
413 0.716560483  0.395555615  9.377049376  4.359166646  25.8154
414 0.718152881  0.392461181  9.402856644  4.333359378  25.8073
415 0.719745219  0.389380574  9.428652774  4.307563249  25.7961
416 0.721337616  0.386313438  9.454439582  4.281776441  25.7868
417 0.722929895  0.383260012  9.480214060  4.256001963  25.7745
418 0.724522293  0.380219817  9.505979954  4.230236068  25.7659
419 0.726114571  0.377193093  9.531733296  4.204482727  25.7533
420 0.727707028  0.374179363  9.557478793  4.178737229  25.7455
421 0.729299426  0.371178865  9.583212480  4.153003542  25.7337
422 0.730891705  0.368191719  9.608933288  4.127282735  25.7208
423 0.732484102  0.365217328  9.634644957  4.101571065  25.7117
424 0.734076381  0.362256050  9.660343533  4.075872489  25.6986
425 0.735668778  0.359307408  9.686032756  4.050183267  25.6892
426 0.737261117  0.356371522  9.711709635  4.024506388  25.6769
427 0.738853514  0.353448272  9.737375987  3.998840035  25.6664
428 0.740445912  0.350537539  9.763030749  3.973185274  25.6548
429 0.742038190  0.347639561  9.788671896  3.947544126  25.6411
430 0.743630588  0.344753742  9.814303167  3.921912856  25.6313
431 0.745222926  0.341880322  9.839921581  3.896294442  25.6184
432 0.746815324  0.339019179  9.865528955  3.870687067  25.6074
433 0.748407602  0.336170316  9.891122315  3.845093707  25.5934
434 0.750000000  0.333333373  9.916705395  3.819510627  25.5831
435 0.751592398  0.330508351  9.942276180  3.793939842  25.5708
436 0.753184676  0.327695608  9.967832659  3.768383363  25.5565
437 0.754777074  0.324894547  9.993378564  3.742837458  25.5459
438 0.756369412  0.322105289 10.018910930  3.717305093  25.5324
439 0.757961810  0.319327712 10.044431572  3.691784450  25.5206
440 0.759554088  0.316561937 10.069937533  3.666278489  25.5060
441 0.761146486  0.313807607 10.095432538  3.640783484  25.4950
442 0.762738883  0.311064720 10.120914586  3.615301437  25.4820
443 0.764331222  0.308333278 10.146382631  3.589833391  25.4680
444 0.765923619  0.305613160 10.171838490  3.564377532  25.4559
445 0.767515898  0.302904606 10.197279215  3.538936807  25.4407
446 0.769108295  0.300207019 10.222708527  3.513507495  25.4293
447 0.770700574  0.297520757 10.248122530  3.488093492  25.4140
448 0.772292972  0.294845343 10.273524943  3.462691080  25.4024
449 0.773885429  0.292180896 10.298914724  3.437301298  25.3898
450 0.775477707  0.289527774 10.324287990  3.411928032  25.3733
451 0.777070105  0.286885142 10.349649404  3.386566618  25.3614
452 0.778662384  0.284253597 10.374995086  3.361220936  25.3457
453 0.780254781  0.281632662 10.400328747  3.335887275  25.3337
454 0.781847119  0.279022455 10.425647459  3.310568564  25.3187
455 0.783439517  0.276422739 10.450953035  3.285262988  25.3056
456 0.785031796  0.273833752 10.476242553  3.259973469  25.2895
457 0.786624193  0.271255136 10.501519721  3.234696302  25.2772
458 0.788216591  0.268686771 10.526782563  3.209433459  25.2628
459 0.789808929  0.266129017 10.552030058  3.184185964  25.2475
460 0.791401327  0.263581395 10.577264017  3.158952006  25.2340
461 0.792993605  0.261044264 10.602481529  3.133734493  25.2175
462 0.794586003  0.258517027 10.627686294  3.108529728  25.2048
463 0.796178281  0.256000042 10.652874463  3.083341559  25.1882
464 0.797770679  0.253493071 10.678049733  3.058166290  25.1753
465 0.799363077  0.250995994 10.703210142  3.033005881  25.1604
466 0.800955415  0.248508930 10.728354675  3.007861347  25.1445
467 0.802547812  0.246031642 10.753485144  2.982730879  25.1305
468 0.804140091  0.243564367 10.778598653  2.957617369  25.1135
469 0.805732489  0.241106749 10.803698893  2.932517129  25.1002
470 0.807324827  0.238658786 10.828782974  2.907433049  25.0841
471 0.808917224  0.236220479 10.853852702  2.882363320  25.0697
472 0.810509622  0.233791590 10.878907070  2.857308952  25.0544
473 0.812101901  0.231372595 10.903944136  2.832271887  25.0371
474 0.813694298  0.228962779 10.928967580  2.807248443  25.0234
475 0.815286577  0.226562619 10.953973588  2.782242434  25.0060
476 0.816878974  0.224171519 10.978965839  2.757250183  24.9923
477 0.818471313  0.221789956 11.003941460  2.732274562  24.9756
478 0.820063710  0.219417453 11.028902255  2.707313767  24.9608
479 0.821656108  0.217054129 11.053847225  2.682368797  24.9450
480 0.823248386  0.214700222 11.078774441  2.657441582  24.9272
481 0.824840784  0.212355137 11.103687571  2.632528451  24.9131
482 0.826433122  0.210019231 11.128583756  2.607632266  24.8962
483 0.828025520  0.207692266 11.153464798  2.582751225  24.8810
484 0.829617798  0.205374360 11.178327842  2.557888181  24.8630
485 0.831210196  0.203065157 11.203176551  2.533039471  24.8487
486 0.832802474  0.200764894 11.228007146  2.508208877  24.8306
487 0.834394872  0.198473334 11.252823285  2.483392738  24.8161
488 0.835987329  0.196190357 11.277623978  2.458592044  24.8007
489 0.837579608  0.193916321 11.302405457  2.433810565  24.7815
490 0.839172006  0.191650867 11.327172304  2.409043718  24.7668
491 0.840764284  0.189393997 11.351920754  2.384295268  24.7485
492 0.842356682  0.187145591 11.376654458  2.359561565  24.7337
493 0.843949020  0.184905648 11.401370581  2.334845441  24.7161
494 0.845541418  0.182674170 11.426070921  2.310145102  24.7003
495 0.847133815  0.180451035 11.450754497  2.285461525  24.6836
496 0.848726094  0.178236485 11.475419411  2.260796611  24.6649
497 0.850318491  0.176029921 11.500069304  2.236146719  24.6499
498 0.851910830  0.173831820 11.524701354  2.211514669  24.6321
499 0.853503227  0.171641707 11.549317354  2.186898668  24.6160
500 0.855095506  0.169460058 11.573914491  2.162301531  24.5971
501 0.856687903  0.167286277 11.598496397  2.137719625  24.5819
502 0.858280301  0.165120482 11.623061182  2.113154840  24.5648
503 0.859872580  0.162963033 11.647606958  2.088609064  24.5458
504 0.861464977  0.160813332 11.672137354  2.064078668  24.5304
505 0.863057315  0.158671618 11.696649566  2.039566456  24.5122
506 0.864649713  0.156537652 11.721145382  2.015070640  24.4958
507 0.866241992  0.154411793 11.745622007  1.990594016  24.4766
508 0.867834389  0.152293563 11.770083058  1.966132964  24.4611
509 0.869426787  0.150183082 11.794526658  1.941689364  24.4436
510 0.871019125  0.148080468 11.818951849  1.917264174  24.4252
511 0.872611523  0.145985365 11.843360414  1.892855609  24.4086
512 0.874203801  0.143898010 11.867749570  1.868466452  24.3892
513 0.875796199  0.141818166 11.892122926  1.844093096  24.3734
514 0.877388477  0.139745951 11.916476791  1.819739231  24.3539
515 0.878980875  0.137681127 11.940814769  1.795401253  24.3380
516 0.880573213  0.135623932 11.965134086  1.771081937  24.3193
517 0.882165611  0.133574009 11.989436520  1.746779502  24.3024
518 0.883758008  0.131531477 12.013721122  1.722494901  24.2846
519 0.885350287  0.129496455 12.037986035  1.698229988  24.2649
520 0.886942685  0.127468586 12.062234854  1.673981169  24.2488
521 0.888535023  0.125447989 12.086464816  1.649751206  24.2300
522 0.890127420  0.123434663 12.110677698  1.625538325  24.2129
523 0.891719699  0.121428609 12.134870743  1.601345279  24.1930
524 0.893312097  0.119429588 12.159047539  1.577168484  24.1768
525 0.894904494  0.117437720 12.183206235  1.553009787  24.1587
526 0.896496773  0.115453005 12.207344990  1.528871032  24.1388
527 0.898089170  0.113475204 12.231467383  1.504748639  24.1224
528 0.899681509  0.111504436 12.255570670  1.480645353  24.1033
529 0.901273906  0.109540582 12.279656620  1.456559403  24.0859
530 0.902866185  0.107583880 12.303722495  1.432493527  24.0659
531 0.904458582  0.105633855 12.327771867  1.408444155  24.0494
532 0.906050980  0.103690624 12.351802900  1.384413122  24.0310
533 0.907643318  0.101754427 12.375814664  1.360401359  24.0118
534 0.909235716  0.099824786 12.399808923  1.336407100  23.9943
535 0.910827994  0.097902179 12.423782953  1.312433069  23.9740
536 0.912420392  0.095986009 12.447740314  1.288475708  23.9574
537 0.914012671  0.094076753 12.471677388  1.264538634  23.9371
538 0.915605128  0.092173934 12.495598624  1.240617398  23.9212
539 0.917197526  0.090277672 12.519500410  1.216715613  23.9018
540 0.918789804  0.088388205 12.543381824  1.192834198  23.8814
541 0.920382202  0.086505175 12.567246415  1.168969607  23.8646
542 0.921974480  0.084628701 12.591090582  1.145125440  23.8442
543 0.923566878  0.082758665 12.614917867  1.121298155  23.8273
544 0.925159216  0.080895066 12.638725566  1.097490456  23.8077
545 0.926751614  0.079037786 12.662515436  1.073700586  23.7899
546 0.928343892  0.077187061 12.686284780  1.049931242  23.7693
547 0.929936290  0.075342536 12.710037131  1.026178891  23.7524
548 0.931528687  0.073504210 12.733770684  1.002445338  23.7336
549 0.933121026  0.071672320 12.757484527  0.978731495  23.7138
550 0.934713423  0.069846630 12.781180411  0.955035611  23.6959
551 0.936305702  0.068027258 12.804855652  0.931360370  23.6752
552 0.937898099  0.066213965 12.828513772  0.907702250  23.6581
553 0.939490378  0.064406872 12.852151206  0.884064817  23.6374
554 0.941082776  0.062605739 12.875771470  0.860444553  23.6203
555 0.942675173  0.060810804 12.899372772  0.836843251  23.6013
556 0.944267511  0.059021950 12.922954207  0.813261815  23.5814
557 0.945859909  0.057239056 12.946517521  0.789698501  23.5633
558 0.947452188  0.055462241 12.970060047  0.766155975  23.5425
559 0.949044585  0.053691268 12.993585290  0.742630732  23.5252
560 0.950636923  0.051926374 13.017090587  0.719125435  23.5053
561 0.952229321  0.050167203 13.040577678  0.695638344  23.4871
562 0.953821719  0.048413992 13.064045664  0.672170358  23.4680
563 0.955413997  0.046666741 13.087492771  0.648723251  23.4471
564 0.957006395  0.044925094 13.110922492  0.625293530  23.4297
565 0.958598673  0.043189406 13.134331301  0.601884722  23.4088
566 0.960191071  0.041459441 13.157722684  0.578493338  23.3914
567 0.961783409  0.039735079 13.181093998  0.555122024  23.3713
568 0.963375807  0.038016558 13.204446975  0.531769047  23.3530
569 0.964968204  0.036303520 13.227780724  0.508435299  23.3337
570 0.966560483  0.034596443 13.251093483  0.485122540  23.3128
571 0.968152881  0.032894731 13.274388727  0.461827295  23.2952
572 0.969745219  0.031198740 13.297663825  0.438552197  23.2751
573 0.971337616  0.029508114 13.320920505  0.415295518  23.2567
574 0.972929895  0.027823329 13.344156140  0.392059883  23.2356
575 0.974522293  0.026143789 13.367374196  0.368841827  23.2181
576 0.976114571  0.024469852 13.390571182  0.345644840  23.1970
577 0.977707028  0.022801280 13.413751427  0.322464595  23.1802
578 0.979299426  0.021138191 13.436911444  0.299304578  23.1600
579 0.980891705  0.019480586 13.460050357  0.276165666  23.1389
580 0.982484102  0.017828226 13.483171618  0.253044405  23.1213
581 0.984076381  0.016181231 13.506271753  0.229944270  23.1001
582 0.985668778  0.014539599 13.529354209  0.206861813  23.0825
583 0.987261117  0.012903214 13.552416383  0.183799639  23.0622
584 0.988853514  0.011272073 13.575459989  0.160756033  23.0436
585 0.990445912  0.009646297 13.598484154  0.137731869  23.0242
586 0.992038190  0.008025765 13.621487144  0.114728878  23.0030
587 0.993630588  0.006410241 13.644472396  0.091743626  22.9853
588 0.995222926  0.004799962 13.667437317  0.068778706  22.9649
589 0.996815324  0.003194809 13.690383616  0.045832406  22.9463
590 0.998407602  0.001594901 13.713308710  0.022907312  22.9251
591 0.998566926  0.001435161 13.715601520  0.020614503   2.2928
592 0.998726130  0.001275539 13.717892419  0.018323603   2.2909
593 0.998885393  0.001115799 13.720183981  0.016032042   2.2916
594 0.999044597  0.000956297 13.722474490  0.013741532   2.2905
595 0.999203801  0.000796795 13.724764804  0.011451218   2.2903
596 0.999363124  0.000637293 13.727056638  0.009159384   2.2918
597 0.999522328  0.000477910 13.729346562  0.006869460   2.2899
598 0.999681473  0.000318646 13.731635434  0.004580588   2.2889
599 0.999840796  0.000159264 13.733926683  0.002289339   2.2912
600 1.000000000  0.000000000 13.736216022  0.000000000   2.2893
